Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2012,Toyota,4Runner Limited,Used,"$24,999 ",4.7,34,Dealer,Apexcars.net,4.7,26,4949 Thornton Ave Fremont,CA,94536,Fair,4.7,4.6,4.4,4.6,4.9,4.9,Silver,Black / Graphite,Four-wheel Drive,17,22,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR2C5089838,P089838A,151989
2018,Honda,Civic EX-T,Used,"$26,955 ",4.8,546,Dealer,AutoNation Toyota Hayward,4.4,1071,24773 Mission Blvd Hayward,CA,94544,Good,4.7,4.7,4.8,4.8,4.9,4.8,Crystal Black Pearl,–,Front-wheel Drive,31,40,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFC3B35JH353701,JH353701,12123
2019,BMW,X5 xDrive40i,Used,"$54,998 ",4.7,55,Dealer,Lexus of Marin,4.7,760,513 Francisco Blvd E San Rafael,CA,94901,Fair,5,4.9,4.9,4.4,4.7,4.6,White,Black,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C58KLL00897,TKLL00897,14950
2020,Toyota,Corolla SE,Used,"$18,500 ",4.7,233,Dealer,Best Western Motors,4.4,36,1819 S. 7th St Phoenix,AZ,85034,Great,4.7,4.7,4.7,4.7,4.8,4.8,Blue,Black,Front-wheel Drive,31,40,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,5YFS4RCEXLP053694,53694,10514
2018,Toyota,4Runner Limited,Toyota Certified,"$42,727 ",4.8,253,Dealer,Right Toyota,4.6,1811,7701 E. Frank Lloyd Wright Blvd. Scottsdale,AZ,85260,Great,4.8,4.7,4.7,4.7,4.9,4.9,Black,Black Graphite,Four-wheel Drive,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR1J5604969,989245,39866
2020,Ford,Expedition Max Limited,Used,"$49,499 ",4.5,15,Dealer,Trucks Only!,4.7,80,837 E. Apache Trail Apache Junction,AZ,85210,Good,4.7,4.7,4.5,4.3,4.7,4.3,Black,–,Rear-wheel Drive,17,23,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1KT7LEA20583,2-0884,59742
2022,Honda,Pilot Elite,Used,"$41,300 ",5,1,Dealer,TJ Chapman Auto LLC,4.2,65,2021 N Redwood Rd Salt Lake City,UT,84116,NA,5,5,5,5,5,5,Crystal Black Pearl,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H03NB014525,NB014525,3756
2022,Honda,Pilot Elite,Used,"$40,000 ",5,1,Dealer,TJ Chapman Auto LLC,4.2,65,2021 N Redwood Rd Salt Lake City,UT,84116,NA,5,5,5,5,5,5,Gray,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H02NB008053,NB008053,4084
2014,Subaru,Forester 2.5i,Used,"$8,800 ",4.4,214,Dealer,AutoSavvy Woods Cross,4.3,548,2023 S 625 W Woods Cross,UT,84087,NA,4.4,4.3,4.5,4.4,4.4,4.6,Burnished Bronze Metallic,Dark Gray,All-wheel Drive,24,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,JF2SJAAC9EH461776,TC461776,154866
2021,Subaru,Forester Sport,Used,"$29,700 ",4.9,109,Dealer,AutoSavvy Boise,4.6,96,1745 N Five Mile Rd Boise,ID,83713,NA,4.9,4.9,4.9,4.8,4.8,4.9,Dark Blue Pearl,Gray,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKARC7MH460769,53290,13925
2020,Ford,Edge Titanium,Used,"$34,997 ",4.9,141,Dealer,Steves Hometown Motors,3.9,110,602 US-95 Weiser,ID,83672,Good,4.9,4.9,4.9,4.8,4.9,4.9,Agate Black,Ebony,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K92LBA56466,W24690,60802
2020,Subaru,Ascent Touring 7-Passenger,Used,"$42,505 ",4.8,83,Dealer,AutoNation Subaru Arapahoe,4.5,1519,9955 E Arapahoe Rd Centennial,CO,80112,Good,4.8,4.8,4.8,4.7,4.9,4.8,Cinnamon Brown Pearl,Java Brown,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD0L3401024,L3401024,12090
2019,Chevrolet,Silverado 1500 RST,Used,"$47,988 ",4.3,245,Dealer,Auto Warehouse,5,2,240 W Jessup St Brighton,CO,80601,Good,4.4,4.2,4.3,4,4.6,4.2,–,–,Four-wheel Drive,19,22,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,1GCUYEED7KZ141374,T2162,26589
2020,Lexus,RX 450hL Base,Used,"$56,500 ",5,1,Dealer,Tacoma Nissan,4.3,97,4030 South Tacoma Way Tacoma,WA,98409,Good,5,5,5,5,5,5,Matador Red Mica,Parchment,All-wheel Drive,29,28,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,JTJHGKFA8L2009397,23104,11559
2021,Subaru,Forester Premium,Used,"$28,400 ",4.9,109,Dealer,AutoSavvy Post Falls,4.5,68,1349 N Beck Rd Post Falls,ID,83854,NA,4.9,4.9,4.9,4.8,4.8,4.9,Crystal Black Silica,Black,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAJC1MH534960,54124,14634
2019,Volvo,XC60 T5 Inscription,Used,"$40,968 ",4.9,82,Dealer,Principle Volvo Cars San Antonio,4.7,1678,1326 NE Interstate 410 Loop San Antonio,TX,78209,Good,5,4.9,4.9,4.8,4.9,4.9,Onyx Black,Blond,Front-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LYV102DL7KB297262,KB297262A,34148
2019,Volvo,XC60 T5 Momentum,Volvo Certified,"$43,968 ",4.9,82,Dealer,Principle Volvo Cars San Antonio,4.7,1678,1326 NE Interstate 410 Loop San Antonio,TX,78209,Fair,5,4.9,4.9,4.8,4.9,4.9,Onyx Black Metallic,Charcoal,Front-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LYV102DK1KB188416,KB188416L,32356
2019,Volvo,XC40 T5 R-Design,Used,"$42,962 ",4.8,103,Dealer,Principle Volvo Cars San Antonio,4.7,1678,1326 NE Interstate 410 Loop San Antonio,TX,78209,Good,4.9,4.8,4.8,4.6,4.9,4.7,Crystal White,Charcoal,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM3K2123341,K2123341P,15038
2020,BMW,X5 sDrive40i,Used,"$55,901 ",4.7,53,Dealer,BMW MINI of Arlington,4.7,1455,1105 E Lamar Blvd Arlington,TX,76011,Fair,4.8,4.8,4.8,4.4,4.7,4.7,Jet Black,Canberra Beige,Rear-wheel Drive,21,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C09L9B36327,L9B36327,31831
2019,Mazda,CX-5 Grand Touring,Used,"$29,895 ",4.8,230,Dealer,Lone Star Toyota of Lewisville,4,744,1547 S Stemmons Fwy Lewisville,TX,75067,Good,4.8,4.8,4.8,4.8,4.9,4.8,Jet Black Mica,Black,Front-wheel Drive,25,31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM7K1649857,NX011367A,30322
2019,Toyota,4Runner Limited,Used,"$46,991 ",4.8,189,Dealer,Longo Toyota of Prosper,4.9,826,2100 E University Dr Prosper,TX,75078,Good,4.8,4.7,4.8,4.7,4.8,4.9,Midnight Black Metallic,Black Graphite,Four-wheel Drive,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR7K5713664,5P1643,39855
2019,BMW,M850 i xDrive,Used,"$77,480 ",5,5,Dealer,Autos of Dallas,4.3,1341,4472 W Plano Pkwy Plano,TX,75093,Good,5,5,5,4.8,5,5,Carbon Black Metallic,Fiona Red,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBABC4C5XKBU96198,U96198,34021
2020,Dodge,Challenger SXT,Dodge Certified,"$30,595 ",4.9,72,Dealer,Richardson Chrysler Jeep Dodge Ram,4.3,419,1321 N Central Expy Richardson,TX,75080,Good,4.9,4.9,4.9,4.8,5,4.9,Indigo Blue,Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZAGXLH230649,NH175724A,33296
2021,Tesla,Model 3 Performance,Used,"$65,786 ",3,1,Dealer,Brandon Tomes Subaru,4.5,62,1100 S Central Expy McKinney,TX,75070,Good,3,4,5,2,4,1,Pearl White Multi,White / Black,All-wheel Drive,118,107,Gasoline,1-Speed Automatic,10 Cylinder,5YJ3E1EC1MF869804,1S17267,32600
2018,Hyundai,Santa Fe Limited Ultimate,Used,"$24,750 ",4.7,75,Dealer,Precision Auto Sales,4.6,15,2960 Interstate 30  Mesquite,TX,75150,Great,4.7,4.7,4.6,4.6,4.8,4.8,Monaco White,Gray,All-wheel Drive,17,22,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,KM8SRDHF2JU271811,18SANTAFEULT2367,32770
2020,Dodge,Challenger SXT,Used,"$32,290 ",4.9,72,Dealer,Toyota of Rockwall,4.7,4219,1250 E I-30 Rockwall,TX,75087,Great,4.9,4.9,4.9,4.8,5,4.9,Smoke Show,Black,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZAG6LH246704,P7020,20396
2019,Ford,F-150 XLT,Used,"$42,995 ",4.8,425,Dealer,Billion Auto - Mazda,4.7,171,3405 S Westport Ave Sioux Falls,SD,57106,Good,4.9,4.8,4.8,4.6,4.8,4.7,Silver,Black,Four-wheel Drive,18,23,Gasoline,Automatic with Overdrive,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP2KFB44553,66995,19615
2019,BMW,330 i xDrive,Used,"$39,521 ",4.9,30,Dealer,BMW of Kansas City South,4.8,162,1200 W 104th St KCMO,MO,64114,Fair,4.9,4.9,5,4.6,4.9,4.9,Jet Black,Black,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C52KAE83015,N03109A,39669
2019,Honda,CR-V EX,Used,"$28,693 ",4.8,540,Dealer,Mercedes-Benz of West Houston,3.7,31,1025 Hwy 6 Houston,TX,77079,Good,4.8,4.8,4.7,4.7,4.8,4.8,Gunmetal Metallic,Gray,Front-wheel Drive,28,34,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H57KA019521,5140332A,30340
2016,Toyota,4Runner Trail Premium,Used,"$36,995 ",4.7,140,Dealer,MINI of The Woodlands,4.5,212,16675 Interstate 45 South Conroe,TX,77385,Good,4.7,4.6,4.6,4.6,4.8,4.9,–,–,4WD,17,21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR8G5326631,G5326631,50116
2020,Acura,MDX 3.5L w/Technology Package,Used,"$41,499 ",4.9,50,Dealer,Big Star Honda,4.4,576,11200 Gulf Fwy Houston,TX,77034,Great,4.9,4.9,4.9,4.8,4.8,4.9,Majestic Black Pearl,Ebony,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD3H52LL000885,000885B,30260
2017,Subaru,Impreza 2.0i,Used,"$16,823 ",4.8,175,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.7,4.7,4.6,4.8,4.8,4.8,Blue,Ivory,All-wheel Drive,28,38,Gasoline,CVT 7-Speed,4 Cylinder Engine,4S3GKAA68H3601314,1314,40060
2004,Toyota,Highlander Base,Used,"$5,995 ",4.5,47,Dealer,Northtown Auto Sales,4.9,2,8325 University Ave NE Minneapolis,MN,55432,Good,4.6,4.3,4.4,4.6,4.3,4.7,Tan,Tan,Front-wheel Drive,23,23,Gasoline,Automatic 5-Speed,3.3L V6,JTEGP21A740039991,40039991STK,204440
2003,Lexus,RX 300,Used,"$9,995 ",4.8,22,Dealer,Frank Leta Acura,4.6,383,11777 Tesson Ferry Rd Saint Louis,MO,63128,Good,4.9,4.7,4.7,4.7,4.7,4.7,Blue,Black,All-wheel Drive,18,22,Gasoline,4-Speed Automatic,3.0L V6 24V MPFI DOHC,JTJHF10U430306646,22459A,77792
2019,Honda,CR-V EX-L,Honda Certified,"$34,499 ",4.8,540,Dealer,Mungenast St. Louis Honda,4.9,2629,5939 S Lindbergh Blvd Saint Louis,MO,63123,Good,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Gray,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H82KE036938,221597A,36188
2019,Toyota,4Runner SR5,Used,"$37,998 ",4.8,189,Dealer,CarMax Baton Rouge - Now offering Curbside Pickup and Home Delivery,2.9,6,6768 Siegen Ln Baton Rouge,LA,70809,Good,4.8,4.7,4.8,4.7,4.8,4.9,White,Gray,Rear-wheel Drive,17,21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEZU5JR7K5194405,22554627,37750
2019,Chevrolet,Impala Premier 2LZ,Used,"$26,256 ",4.7,61,Dealer,Kunes Chevrolet Cadillac of Delavan,4.7,923,1231 E Geneva St Delavan,WI,53115,Fair,4.8,4.8,4.8,4.7,4.7,4.8,Silver Ice Metallic,Jet Black,Front-wheel Drive,19,28,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,2G1105S38K9142624,02X372,55545
2019,BMW,X7 xDrive50i,Used,"$81,749 ",4.1,22,Dealer,Perillo Downers Grove,4.4,84,330 Ogden Ave Downers Grove,IL,60515,Fair,4.5,4.6,4,3.4,4.5,3.5,Mineral White Metallic,Tartufo,All-wheel Drive,15,21,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXCX4C53KLS35838,DG3705A,27289
2008,Mercedes-Benz,S-Class S 550 4MATIC,Used,"$15,800 ",4.8,43,Dealer,Car City Inc,3.6,32,2232 N Rand Rd Palatine,IL,60074,Great,5,4.9,5,4.6,4.8,4.6,Blue,Brown,All-wheel Drive,14,20,Gasoline,7-Speed Automatic,5.5L V8 32V MPFI DOHC,WDDNG86X58A227619,4641,89247
2018,Nissan,Rogue SL,Used,"$21,690 ",4.7,415,Dealer,Arlington Nissan,4.4,1153,1100 W Dundee Rd Arlington Heights,IL,60004,Great,4.7,4.7,4.6,4.6,4.8,4.7,Gun Metallic,Charcoal,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MV9JC824328,17127P,75290
2021,Volkswagen,Atlas 3.6L SEL Premium,Used,"$47,990 ",4.8,42,Dealer,Bob Rohrman's Gurnee Volkswagen,4.1,1033,6301 W Grand Ave Gurnee,IL,60031,Great,4.9,4.7,4.8,4.9,4.9,4.9,Platinum Gray Metallic,Mauro Brown,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CA4MC523852,VW3159B,17123
2020,Acura,TLX FWD,Acura Certified,"$31,290 ",4.9,32,Dealer,Joe Rizza Acura,4.8,2069,8150 W. 159th St. Orland Park,IL,60462,Good,4.9,4.8,4.8,4.8,4.8,4.9,Majestic Black Pearl,Ebony,Front-wheel Drive,23,33,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UUB1F31LA003721,AP2520A,37033
2019,Toyota,4Runner Limited,Used,"$46,079 ",4.8,189,Dealer,Gordie Boucher Nissan of Greenfield,4.7,2268,4141 S. 108th St. Greenfield,WI,53228,Good,4.8,4.7,4.8,4.7,4.8,4.9,Midnight Black Metallic,Redwood,Four-wheel Drive,17,20,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR5K5697741,22NF222A,16854
2018,Toyota,RAV4 XLE,Used,"$28,998 ",4.8,770,Dealer,CarMax Tinley Park - Now offering Curbside Pickup,3.3,16,18800 South Oak Park Ave Tinley Park,IL,60477,Good,4.8,4.7,4.8,4.7,4.8,4.9,Burgundy,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3WFREV9JW515917,22892095,17590
2019,Honda,Accord EX-L 1.5T,Used,"$20,900 ",4.7,223,Dealer,Stars Auto Sales,4.3,62,5048 S Packard Ave Cudahy,WI,53110,Great,4.7,4.8,4.7,4.7,4.8,4.8,Black,Black,Front-wheel Drive,30,38,Gasoline,Automatic,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,1HGCV1F57KA096179,179,75592
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,"$53,967 ",4.3,75,Dealer,Toyota of Lincoln Park,4.2,380,1561 N Fremont St Chicago,IL,60642,Good,4.6,4.6,4,3.9,4.6,4.1,Polar White,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB4LA139360,K1332A,31179
2019,BMW,330 i,Used,"$39,597 ",4.9,30,Dealer,Century Automotive,2.1,12,3800 University Dr NW Huntsville,AL,35816,Good,4.9,4.9,5,4.6,4.9,4.9,Black Sapphire Metallic,Cognac,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R1C51KAJ98753,J98753,19377
2019,BMW,X3 M40i,Used,"$47,997 ",4.7,99,Dealer,Century Automotive,2.1,12,3800 University Dr NW Huntsville,AL,35816,Fair,4.7,4.7,4.8,4.3,4.8,4.6,Alpine White,Black,All-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTS3C51KLR72979,P8585,33855
2021,Audi,Q3 45 S line Premium,Used,"$44,561 ",5,8,Dealer,Jack Ingram Motors,4.6,56,235 Eastern Blvd Montgomery,AL,36117,Fair,5,5,5,4.9,4.9,4.9,Ibis White,Okapi Brown,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,I4,WA1EECF37M1144388,34022A,12051
2021,Audi,Q3 45 S line Premium,Used,"$44,591 ",5,8,Dealer,Jack Ingram Motors,4.6,56,235 Eastern Blvd Montgomery,AL,36117,Good,5,5,5,4.9,4.9,4.9,Glacier White Metallic,Okapi Brown,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,I4,WA1EECF33M1131038,33972A,13109
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,"$40,565 ",4.6,72,Dealer,Mercedes-Benz of Fort Mitchell,4.8,585,2100 Dixie Hwy Fort Mitchell,KY,41011,Good,4.8,4.8,4.6,4.5,4.7,4.6,Black,Silk Beige / Black,All-wheel Drive,22,27,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB9KV191113,365870A,19782
2021,BMW,X5 PHEV xDrive45e,Used,"$71,000 ",4.6,5,Private,Bryan,4.8,585,Knoxville,TN,37919,NA,4.8,4.6,4.8,4,4.6,4.6,Blue,Brown,All-wheel Drive,15,30,Plug-In Electric/Gas,Transmission w/Dual Shift Mode,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,5UXTA6C01M9G38169,–,10500
2021,Genesis,GV80 2.5T,Used,"$52,541 ",4.8,19,Dealer,Southtowne Hyundai Riverdale,3.9,57,7665 Highway 85 Riverdale,GA,30274,Great,4.9,4.8,4.8,4.8,4.8,4.6,Lima Red,Black,Rear-wheel Drive,21,25,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHB4SB0MU046443,BP12409,6914
2018,Audi,S5 3.0T Prestige,Used,"$44,850 ",4.7,42,Dealer,Wholesale Auto Purchasing,3.9,4,415 E Jefferson St Frankenmuth,MI,48734,Fair,4.8,4.9,4.6,4.4,4.7,4.8,Gray,Magma Red,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUC4CF59JA087959,W2583,49950
2019,Honda,Pilot EX-L,Used,"$36,498 ",4.8,223,Dealer,Honda Marysville,4.7,936,640 Colemans Crossing Blvd. Marysville,OH,43040,Good,4.9,4.8,4.7,4.7,4.7,4.8,Deep Scarlet Pearl,Beige,Front-wheel Drive,19,27,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H59KB041245,KB041245,36790
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Used,"$37,500 ",4.6,72,Private,Peter,4.7,936,West Bloomfield,MI,48323,Great,4.8,4.8,4.6,4.5,4.7,4.6,Gray,Black,All-wheel Drive,22,27,Gasoline Fuel,9-Speed A/T,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,WDC0G4KB9KF602486,–,10662
2020,Chevrolet,Spark LS,Used,"$13,989 ",4.7,39,Dealer,Auto Palace,4.6,151,4621 W Broad St Columbus,OH,43228,Great,4.5,4.7,4.4,4.8,4.9,4.8,Gray,Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.4L I4 16V MPFI DOHC,KL8CB6SA1LC416084,PV94,14035
2019,Hyundai,Elantra SE,Used,"$21,998 ",4.7,132,Dealer,CarMax Columbus Sawmill - Now offering Curbside Pickup and Home Delivery,2.5,7,2700 Farmers Dr Columbus,OH,43235,Good,4.7,4.7,4.6,4.7,4.7,4.8,Phantom Black,Black,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD74LFXKH412257,22302721,11326
2019,Hyundai,Elantra SE,Used,"$18,997 ",4.7,132,Dealer,Herrnstein Hyundai,4.9,677,2827 RIVER RD Chillicothe,OH,45601,Great,4.7,4.7,4.6,4.7,4.7,4.8,Phantom Black,Gray,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD74LF3KH492484,2EL807A,43148
2015,Chevrolet,Suburban 1500 LT,Used,"$32,495 ",4.6,77,Dealer,Northeast Auto Gallery,4.5,169,580 Broadway Ave Bedford,OH,44146,Fair,4.8,4.6,4.6,4.2,4.7,4.6,Black,Gray,Four-wheel Drive,15,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKJKC7FR683424,3424,89990
2012,Mercedes-Benz,S-Class S 550 4MATIC,Used,"$25,695 ",4.8,36,Dealer,Northeast Auto Gallery,4.5,169,580 Broadway Ave Bedford,OH,44146,Good,4.9,4.8,4.8,4.6,4.8,4.8,Metallic,Ash / Grey,All-wheel Drive,15,24,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDNG9EB6CA476029,6029,59725
2020,Nissan,Frontier PRO-4X,Used,"$38,700 ",4.6,31,Dealer,Benson Kia,4.1,66,1100 N Pine St Spartanburg,SC,29303,Good,4.7,4.5,4.6,4.6,4.6,4.5,Glacier White,–,Four-wheel Drive,17,23,Gasoline,9-Speed Automatic,3.8L V6 24V GDI DOHC,1N6ED0EB8LN723510,N22330A,11510
2018,Honda,Accord EX-L 1.5T,Used,"$18,985 ",4.8,652,Dealer,Auto Kingdom,4,4,4901 Albemarle Rd Charlotte,NC,28205,Great,4.8,4.8,4.7,4.7,4.8,4.8,Modern Steel Metallic,Gray,Front-wheel Drive,30,38,Gasoline,–,Engine: 1.5T I-4 DOHC 16-Valve Turbocharged VTEC,1HGCV1F5XJA185307,VF1905,87091
2019,Jeep,Grand Cherokee Limited,Used,"$35,500 ",4.8,224,Dealer,Scott Clark Toyota,4.7,4644,13052 Marie Garris Rd Matthews,NC,28105,Great,4.9,4.9,4.8,4.6,4.9,4.8,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG0KC555534,SH55534,32858
2019,Mazda,CX-5 Grand Touring,Used,"$27,491 ",4.8,230,Dealer,Gettel Nissan,4.6,1103,3530 Bee Ridge Rd Sarasota,FL,34239,Great,4.8,4.8,4.8,4.8,4.9,4.8,Jet Black Mica,Parchment,Front-wheel Drive,25,31,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM3K1630108,4P10390,23639
2010,BMW,128 128i,Used,"$8,999 ",4.7,10,Dealer,A & H Quality Cars,4.1,49,25354 Pleasant Valley Rd Chantilly,VA,20152,Good,4.3,4.4,4.8,4.8,4.9,4.7,Black Sapphire Metallic,Black,Rear-wheel Drive,18,28,Gasoline,Automatic,3.0L DOHC 24-valve I6 engine -inc: double-VANOS steplessly varia,WBAUP9C54AVL89249,L89249,94876
2016,Land,Rover Range Rover,Used,"$49,989 ",4.8,29,Dealer,Audi Chantilly,4.6,559,14839 Stonecroft Center Ct Chantilly,VA,20151,Fair,5,4.9,5,4.5,4.9,4.7,Corris Grey,Ebony / Ebony,Four-wheel Drive,14,19,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,SALGS2EF6GA282398,UAC3414A,73178
2011,Ford,F-150 Lariat,Used,"$19,995 ",4.5,262,Dealer,Auto Trademark,3.8,159,7591 Centreville Rd Manassas,VA,20111,Good,4.7,4.5,4.5,4.4,4.6,4.5,Black,Pale Adobe,Four-wheel Drive,23,30,E85 Flex Fuel,Automatic,5.0L V8 FFV engine,1FTFW1EF0BFA47010,AT15199,141281
2004,Lexus,LS 430 Base (A6),Used,"$14,290 ",4.8,44,Dealer,Sullivan Auto Trading Inc.,4.7,363,95 S Gateway Dr Fredericksburg,VA,22406,Fair,4.8,4.9,4.9,4.8,4.7,4.9,Crystal White,Saddle,Rear-wheel Drive,18,25,Gasoline,6-Speed Automatic,4.3L V8 32V MPFI DOHC,JTHBN36FX40140259,W138081,90908
2020,Lexus,RX 350 Base,Used,"$47,455 ",4.8,76,Dealer,Sheehy Lexus of Richmond,4.7,256,9703 Midlothian Turnpike Richmond,VA,23235,Great,4.9,4.8,4.8,4.7,4.8,4.9,White,Black,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA6LC228187,XP1189,17212
2016,Audi,A7 3.0T Prestige,Used,"$47,940 ",4.7,27,Dealer,Audi Tysons Corner,4.7,1195,8598 Leesburg Pike Vienna,VA,22182,Fair,4.7,4.6,4.9,4.3,4.9,4.7,Mythos Black Metallic,–,All-wheel Drive,20,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAU2GAFC7GN039559,22A0713A,21603
2020,Mazda,Mazda6 Sport,Used,"$30,916 ",4.9,22,Dealer,Sheehy Ford Lincoln of Gaithersburg,4.9,3110,901 N. Frederick Ave. Gaithersburg,MD,20879,Good,5,5,4.9,4.9,5,4.9,Jet Black Mica,Parchment,Front-wheel Drive,23,31,Gasoline,6-Speed Automatic,2.5L I4 16V,JM1GL1XY7L1513901,CWJD399A,35332
2016,Hyundai,Sonata Hybrid SE,Used,"$18,375 ",4.8,31,Dealer,Sheehy Hyundai of Waldorf,4.5,145,2910 Crain Hwy Waldorf,MD,20601,Good,4.8,4.7,4.7,4.9,4.8,4.7,Diamond White Pearl,Gray,Front-wheel Drive,40,44,Hybrid,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,KMHE24L14GA041503,V133896A,72278
